K,分区编码,资源缺口,资源配置总规模,工作量均衡系数,组内冗余
3,0010102210212,13,33,0.154756,10
3,0010102210220,10,30,0.248467,10
3,0010102210221,10,30,0.156079,10
3,0010102210222,13,33,0.173259,10
3,0010102211000,9,29,0.387867,10
3,0010102211001,6,26,0.329619,10
3,0010102211002,9,29,0.282022,10
3,0010102211010,9,29,0.33344,10
3,0010102211011,5,25,0.301329,10
3,0010102211012,8,28,0.225794,10
3,0010102211020,11,31,0.290591,10
3,0010102211021,7,27,0.230988,10
3,0010102211022,8,28,0.186945,10
3,0010102211100,6,26,0.321202,10
3,0010102211101,7,26,0.298786,11
3,0010102211102,8,28,0.214975,10
3,0010102211110,5,25,0.299221,10
3,0010102211111,6,24,0.311521,12
3,0010102211112,6,26,0.208042,10
3,0010102211120,7,27,0.22357,10
3,0010102211121,7,26,0.216312,11
3,0010102211122,6,26,0.120153,10
3,0010102211200,10,30,0.261404,10
3,0010102211201,9,29,0.201214,10
3,0010102211202,12,32,0.159131,10
3,0010102211210,9,29,0.204656,10
3,0010102211211,7,27,0.188278,10
3,0010102211212,10,30,0.097876,10
3,0010102211220,9,29,0.167199,10
3,0010102211221,7,27,0.103998,10
3,0010102211222,10,30,0.079724,10
3,0010102212000,12,32,0.365994,10
3,0010102212001,9,29,0.286429,10
3,0010102212002,9,29,0.27049,10
3,0010102212010,12,32,0.292233,10
3,0010102212011,8,28,0.234307,10
3,0010102212012,8,28,0.187932,10
3,0010102212020,13,33,0.277933,10
3,0010102212021,9,29,0.189847,10
3,0010102212022,9,29,0.194602,10
3,0010102212100,9,29,0.273082,10
3,0010102212101,9,29,0.224853,10
3,0010102212102,8,28,0.166537,10
3,0010102212110,8,28,0.227252,10
3,0010102212111,7,27,0.221445,10
3,0010102212112,6,26,0.124536,10
3,0010102212120,9,29,0.175156,10
3,0010102212121,8,28,0.131793,10
3,0010102212122,7,27,0.072458,10
3,0010102212200,10,30,0.252885,10
3,0010102212201,9,29,0.161209,10
3,0010102212202,12,32,0.176236,10
3,0010102212210,9,29,0.167958,10
3,0010102212211,7,27,0.107968,10
3,0010102212212,10,30,0.077608,10
3,0010102212220,10,30,0.181293,10
3,0010102212221,8,28,0.074898,10
3,0010102212222,10,30,0.146236,10
3,0010102220000,9,29,0.44533,10
3,0010102220001,7,26,0.352901,11
3,0010102220002,7,27,0.359236,10
3,0010102220010,10,30,0.360111,10
3,0010102220011,8,27,0.278045,11
3,0010102220012,8,28,0.266676,10
3,0010102220020,9,29,0.365819,10
3,0010102220021,7,26,0.265986,11
3,0010102220022,7,27,0.293198,10
3,0010102220100,7,26,0.33581,11
3,0010102220101,9,28,0.258617,11
3,0010102220102,7,27,0.239682,10
3,0010102220110,8,27,0.264102,11
3,0010102220111,9,28,0.212777,11
3,0010102220112,8,28,0.158537,10
3,0010102220120,7,26,0.247151,11
3,0010102220121,9,28,0.160944,11
3,0010102220122,7,27,0.16484,10
3,0010102220200,8,28,0.343756,10
3,0010102220201,8,28,0.241526,10
3,0010102220202,11,31,0.277118,10
3,0010102220210,9,29,0.249678,10
3,0010102220211,9,29,0.154647,10
3,0010102220212,12,32,0.177961,10
3,0010102220220,8,28,0.281592,10
3,0010102220221,8,28,0.173683,10
3,0010102220222,11,31,0.243577,10
3,0010102221000,9,29,0.364603,10
3,0010102221001,7,26,0.281762,11
3,0010102221002,7,27,0.271633,10
3,0010102221010,11,31,0.287892,10
3,0010102221011,7,27,0.225268,10
3,0010102221012,8,28,0.185568,10
3,0010102221020,9,29,0.278806,10
3,0010102221021,6,25,0.186795,11
3,0010102221022,6,26,0.199979,10
3,0010102221100,7,26,0.267582,11
3,0010102221101,8,27,0.214358,11
3,0010102221102,7,26,0.16247,11
3,0010102221110,7,27,0.217181,10
3,0010102221111,7,26,0.207187,11
3,0010102221112,6,26,0.112557,10
3,0010102221120,6,25,0.170905,11
3,0010102221121,7,25,0.119426,12
3,0010102221122,6,24,0.073583,12
3,0010102221200,8,28,0.254739,10
3,0010102221201,8,27,0.159041,11
3,0010102221202,10,30,0.1834,10
3,0010102221210,9,29,0.166279,10
3,0010102221211,7,27,0.097264,10
3,0010102221212,10,30,0.084246,10
3,0010102221220,7,27,0.187912,10
3,0010102221221,7,25,0.08011,12
3,0010102221222,8,28,0.159575,10
3,0010102222000,10,30,0.369935,10
3,0010102222001,7,27,0.270535,10
3,0010102222002,7,27,0.296342,10
3,0010102222010,11,31,0.278398,10
3,0010102222011,7,27,0.187756,10
3,0010102222012,7,27,0.197932,10
3,0010102222020,11,31,0.301567,10
3,0010102222021,7,27,0.194897,10
3,0010102222022,7,27,0.251632,10
3,0010102222100,7,27,0.251812,10
3,0010102222101,8,28,0.166256,10
3,0010102222102,7,26,0.168295,11
3,0010102222110,7,27,0.17229,10
3,0010102222111,7,26,0.123795,11
3,0010102222112,6,25,0.072819,11
3,0010102222120,7,27,0.174099,10
3,0010102222121,8,27,0.072436,11
3,0010102222122,6,25,0.128972,11
3,0010102222200,8,28,0.284458,10
3,0010102222201,8,27,0.176639,11
3,0010102222202,10,30,0.244495,10
3,0010102222210,8,28,0.18542,10
3,0010102222211,7,26,0.07794,11
3,0010102222212,9,29,0.154748,10
3,0010102222220,8,28,0.246228,10
3,0010102222221,7,26,0.14703,11
3,0010102222222,8,28,0.246778,10
3,0010110000002,5,25,0.815366,10
3,0010110000012,6,26,0.753771,10
3,0010110000020,8,28,0.823999,10
3,0010110000021,5,25,0.757461,10
3,0010110000022,5,25,0.71835,10
3,0010110000102,5,25,0.736732,10
3,0010110000112,6,26,0.686837,10
3,0010110000120,5,25,0.745514,10
3,0010110000121,7,27,0.691707,10
3,0010110000122,5,25,0.637801,10
3,0010110000200,5,25,0.794542,10
3,0010110000201,5,25,0.727539,10
3,0010110000202,9,29,0.689082,10
3,0010110000210,6,26,0.732634,10
3,0010110000211,6,26,0.67541,10
3,0010110000212,10,30,0.625296,10
3,0010110000220,5,25,0.697649,10
3,0010110000221,5,25,0.628836,10
3,0010110000222,9,29,0.59301,10
3,0010110001002,5,25,0.756943,10
3,0010110001012,7,27,0.70349,10
3,0010110001020,8,28,0.765697,10
3,0010110001021,5,25,0.708025,10
3,0010110001022,5,25,0.658377,10
3,0010110001102,5,23,0.689298,12
3,0010110001112,5,25,0.650145,10
3,0010110001120,5,25,0.698086,10
3,0010110001121,6,25,0.655917,11
3,0010110001122,5,23,0.590288,12
3,0010110001200,5,25,0.735819,10
3,0010110001201,5,23,0.677997,12
3,0010110001202,7,27,0.628557,10
3,0010110001210,7,27,0.682254,10
3,0010110001211,5,25,0.636499,10
3,0010110001212,9,29,0.574308,10
3,0010110001220,5,25,0.63729,10
3,0010110001221,5,23,0.578874,12
3,0010110001222,7,27,0.530286,10
3,0010110002000,8,28,0.829338,10
3,0010110002001,5,25,0.762881,10
3,0010110002002,5,25,0.723656,10
3,0010110002010,9,29,0.767945,10
3,0010110002011,6,26,0.710869,10
3,0010110002012,6,26,0.660546,10
3,0010110002020,10,30,0.732245,10
3,0010110002021,7,27,0.664134,10
3,0010110002022,7,27,0.627272,10
3,0010110002100,5,25,0.750943,10
3,0010110002101,6,25,0.697134,11
3,0010110002102,5,23,0.643226,12
3,0010110002110,6,26,0.701052,10
3,0010110002111,6,25,0.659518,11
3,0010110002112,5,24,0.593299,11
3,0010110002120,7,27,0.652002,10
3,0010110002121,7,27,0.598241,10
3,0010110002122,5,25,0.544373,10
3,0010110002200,5,25,0.702948,10
3,0010110002201,5,23,0.634247,12
3,0010110002202,7,27,0.598254,10
3,0010110002210,6,26,0.63944,10
3,0010110002211,5,24,0.581745,11
3,0010110002212,8,28,0.532317,10
3,0010110002220,7,27,0.606744,10
3,0010110002221,5,25,0.535702,10
3,0010110002222,7,27,0.503309,10
3,0010110010002,7,27,0.748173,10
3,0010110010012,7,27,0.696206,10
3,0010110010020,10,30,0.75694,10
3,0010110010021,7,27,0.700883,10
3,0010110010022,7,27,0.649433,10
3,0010110010102,7,27,0.682529,10
3,0010110010112,7,27,0.645296,10
3,0010110010120,7,27,0.691307,10
3,0010110010121,8,28,0.651214,10
3,0010110010122,7,27,0.583658,10
3,0010110010200,7,27,0.727015,10
3,0010110010201,7,27,0.670875,10
3,0010110010202,11,31,0.619549,10
3,0010110010210,7,27,0.674979,10
3,0010110010211,7,27,0.631291,10
3,0010110010212,11,31,0.567091,10
3,0010110010220,7,27,0.628302,10
3,0010110010221,7,27,0.57183,10
3,0010110010222,11,31,0.521021,10
3,0010110011002,7,27,0.698792,10
3,0010110011012,7,27,0.657142,10
3,0010110011020,10,30,0.707588,10
3,0010110011021,7,27,0.662718,10
3,0010110011022,7,27,0.599669,10
3,0010110011102,5,25,0.647001,10
3,0010110011112,5,25,0.622701,10
3,0010110011120,7,27,0.655625,10
3,0010110011121,6,26,0.629486,10
3,0010110011122,5,25,0.550194,10
3,0010110011200,7,27,0.677561,10
3,0010110011201,5,25,0.633124,10
3,0010110011202,9,29,0.569646,10
3,0010110011210,7,27,0.636177,10
3,0010110011211,5,25,0.606537,10
3,0010110011212,9,29,0.529937,10
3,0010110011220,7,27,0.578441,10
3,0010110011221,5,25,0.535776,10
3,0010110011222,9,29,0.470543,10
3,0010110012000,10,30,0.76236,10
3,0010110012001,7,27,0.706318,10
3,0010110012002,7,27,0.654846,10
3,0010110012010,10,30,0.710437,10
3,0010110012011,7,27,0.6662,10
3,0010110012012,7,27,0.602541,10
3,0010110012020,12,32,0.663603,10
3,0010110012021,9,29,0.607261,10
3,0010110012022,9,29,0.556246,10
3,0010110012100,7,27,0.696733,10
3,0010110012101,6,26,0.656524,10
3,0010110012102,5,25,0.58908,10
3,0010110012110,7,27,0.659232,10
3,0010110012111,6,26,0.633706,10
3,0010110012112,5,25,0.553958,10
3,0010110012120,9,29,0.59785,10
3,0010110012121,8,28,0.560104,10
3,0010110012122,7,27,0.490318,10
3,0010110012200,7,27,0.633713,10
3,0010110012201,5,25,0.577262,10
3,0010110012202,9,29,0.526419,10
3,0010110012210,7,27,0.581318,10
3,0010110012211,5,25,0.539426,10
3,0010110012212,9,29,0.473456,10
3,0010110012220,9,29,0.535154,10
3,0010110012221,7,27,0.478262,10
3,0010110012222,9,29,0.428164,10
3,0010110020000,8,28,0.814471,10
3,0010110020001,5,25,0.747786,10
3,0010110020002,5,25,0.70888,10
3,0010110020010,9,29,0.752863,10
3,0010110020011,6,26,0.695725,10
3,0010110020012,6,26,0.645489,10
3,0010110020020,8,28,0.71746,10
3,0010110020021,5,25,0.649057,10
3,0010110020022,5,25,0.612623,10
3,0010110020100,5,25,0.735822,10
3,0010110020101,7,27,0.682019,10
3,0010110020102,5,25,0.628116,10
3,0010110020110,6,26,0.685926,10
3,0010110020111,7,27,0.644687,10
3,0010110020112,6,26,0.578183,10
3,0010110020120,5,25,0.636891,10
3,0010110020121,7,27,0.583139,10
3,0010110020122,5,25,0.529278,10
3,0010110020200,5,25,0.688194,10
3,0010110020201,5,25,0.619177,10
3,0010110020202,9,29,0.583656,10
3,0010110020210,6,26,0.62439,10
3,0010110020211,6,26,0.566605,10
3,0010110020212,10,30,0.517311,10
3,0010110020220,5,25,0.592131,10
3,0010110020221,5,25,0.520666,10
3,0010110020222,9,29,0.488949,10
3,0010110021000,8,28,0.756036,10
3,0010110021001,5,25,0.698317,10
3,0010110021002,5,25,0.648734,10
3,0010110021010,10,30,0.702578,10
3,0010110021011,7,27,0.656568,10
3,0010110021012,7,27,0.594631,10
3,0010110021020,8,28,0.657471,10
3,0010110021021,5,25,0.599191,10
3,0010110021022,5,25,0.550404,10
3,0010110021100,5,25,0.688387,10
3,0010110021101,6,25,0.646396,11
3,0010110021102,5,23,0.580595,12
3,0010110021110,7,27,0.649249,10
3,0010110021111,6,26,0.622001,10
3,0010110021112,5,25,0.543546,10
3,0010110021120,5,25,0.589378,10
3,0010110021121,6,25,0.549566,11
3,0010110021122,5,23,0.481653,12
3,0010110021200,5,25,0.627652,10
3,0010110021201,5,23,0.569167,12
3,0010110021202,7,27,0.52068,10
3,0010110021210,7,27,0.573396,10
3,0010110021211,5,25,0.529336,10
3,0010110021212,9,29,0.465456,10
3,0010110021220,5,25,0.529383,10
3,0010110021221,5,23,0.470059,12
3,0010110021222,7,27,0.422868,10
3,0010110022000,8,28,0.722766,10
3,0010110022001,5,25,0.65447,10
3,0010110022002,5,25,0.617879,10
3,0010110022010,9,29,0.659639,10
3,0010110022011,6,26,0.602057,10
3,0010110022012,6,26,0.55246,10
3,0010110022020,10,30,0.626389,10
3,0010110022021,7,27,0.555884,10
3,0010110022022,7,27,0.522643,10
3,0010110022100,5,25,0.642316,10
3,0010110022101,6,25,0.588561,11
3,0010110022102,5,23,0.534697,12
3,0010110022110,6,26,0.592389,10
3,0010110022111,6,25,0.553324,11
3,0010110022112,5,24,0.484727,11
3,0010110022120,7,27,0.543464,10
3,0010110022121,7,27,0.489787,10
3,0010110022122,5,25,0.435997,10
3,0010110022200,5,25,0.597374,10
3,0010110022201,5,23,0.526063,12
3,0010110022202,7,27,0.494099,10
3,0010110022210,6,26,0.531413,10
3,0010110022211,5,24,0.472965,11
3,0010110022212,8,28,0.424715,10
3,0010110022220,7,27,0.502443,10
3,0010110022221,5,25,0.427832,10
3,0010110022222,7,27,0.401418,10
3,0010110100002,6,26,0.678938,10
3,0010110100012,7,27,0.642777,10
3,0010110100020,9,29,0.687708,10
3,0010110100021,6,26,0.648774,10
3,0010110100022,6,26,0.580164,10
3,0010110100102,6,25,0.634481,11
3,0010110100112,7,26,0.616761,11
3,0010110100120,6,26,0.642973,10
3,0010110100121,8,28,0.623919,10
3,0010110100122,6,25,0.539453,11
3,0010110100200,6,26,0.657772,10
3,0010110100201,6,25,0.619575,11
3,0010110100202,9,29,0.550271,10
3,0010110100210,7,27,0.622075,10
3,0010110100211,7,26,0.599662,11
3,0010110100212,10,30,0.517508,10
3,0010110100220,6,26,0.559026,10
3,0010110100221,6,25,0.523854,11
3,0010110100222,9,29,0.451722,10
3,0010110101002,7,27,0.644418,10
3,0010110101012,8,28,0.621343,10
3,0010110101020,10,30,0.65302,10
3,0010110101021,7,27,0.628201,10
3,0010110101022,7,27,0.547906,10
3,0010110101102,6,25,0.617333,11
3,0010110101112,6,26,0.614421,10
3,0010110101120,7,27,0.625399,10
3,0010110101121,7,27,0.62227,10
3,0010110101122,6,25,0.52805,11
3,0010110101200,7,27,0.623677,10
3,0010110101201,6,25,0.600347,11
3,0010110101202,9,29,0.518868,10
3,0010110101210,8,28,0.601558,10
3,0010110101211,6,26,0.595587,10
3,0010110101212,10,30,0.502819,10
3,0010110101220,7,27,0.527363,10
3,0010110101221,6,25,0.510156,11
3,0010110101222,9,29,0.423995,10
3,0010110102000,9,29,0.69313,10
3,0010110102001,6,26,0.65407,10
3,0010110102002,6,26,0.585579,10
3,0010110102010,10,30,0.656676,10
3,0010110102011,7,27,0.632464,10
3,0010110102012,7,27,0.551726,10
3,0010110102020,11,31,0.594339,10
3,0010110102021,8,28,0.557962,10
3,0010110102022,8,28,0.486951,10
3,0010110102100,6,26,0.648228,10
3,0010110102101,7,27,0.628866,10
3,0010110102102,6,24,0.544628,12
3,0010110102110,7,27,0.629774,10
3,0010110102111,7,27,0.627134,10
3,0010110102112,6,25,0.532673,11
3,0010110102120,8,28,0.553009,10
3,0010110102121,9,29,0.540183,10
3,0010110102122,6,26,0.451276,10
3,0010110102200,6,26,0.564439,10
3,0010110102201,6,24,0.529072,12
3,0010110102202,8,28,0.457121,10
3,0010110102210,7,27,0.531222,10
3,0010110102211,6,25,0.514715,11
3,0010110102212,9,29,0.4281,10
3,0010110102220,8,28,0.465857,10
3,0010110102221,6,26,0.434802,10
3,0010110102222,8,28,0.358887,10
3,0010110110002,8,28,0.639953,10
3,0010110110012,8,28,0.619141,10
3,0010110110020,11,31,0.648511,10
3,0010110110021,8,28,0.62613,10
3,0010110110022,8,28,0.544029,10
3,0010110110102,7,27,0.615857,10
3,0010110110112,7,27,0.615384,10
3,0010110110120,8,28,0.623835,10
3,0010110110121,8,28,0.623327,10
3,0010110110122,7,27,0.527749,10
3,0010110110200,8,28,0.619322,10
3,0010110110201,7,27,0.59856,10
3,0010110110202,11,31,0.515215,10
3,0010110110210,8,28,0.599552,10
3,0010110110211,7,27,0.596311,10
3,0010110110212,11,31,0.502049,10
3,0010110110220,8,28,0.523641,10
3,0010110110221,7,27,0.509528,10
3,0010110110222,11,31,0.421303,10
3,0010110111002,8,28,0.61989,10
3,0010110111012,8,28,0.613715,10
3,0010110111020,11,31,0.628066,10
3,0010110111021,8,28,0.621429,10
3,0010110111022,8,28,0.529136,10
3,0010110111102,6,26,0.614996,10
3,0010110111112,6,26,0.629463,10
3,0010110111120,8,28,0.622323,10
3,0010110111121,7,27,0.637877,10
3,0010110111122,6,26,0.535492,10
3,0010110111200,8,28,0.600229,10
3,0010110111201,6,26,0.596007,10
3,0010110111202,10,30,0.502273,10
3,0010110111210,8,28,0.59562,10
3,0010110111211,6,26,0.609198,10
3,0010110111212,10,30,0.507417,10
3,0010110111220,8,28,0.510106,10
3,0010110111221,6,26,0.515618,10
3,0010110111222,10,30,0.416679,10
3,0010110112000,11,31,0.653806,10
3,0010110112001,8,28,0.631147,10
3,0010110112002,8,28,0.549262,10
3,0010110112010,11,31,0.632334,10
3,0010110112011,8,28,0.626211,10
3,0010110112012,8,28,0.533646,10
3,0010110112020,13,33,0.557734,10
3,0010110112021,10,30,0.540977,10
3,0010110112022,10,30,0.454646,10
3,0010110112100,8,28,0.628778,10
3,0010110112101,7,27,0.627807,10
3,0010110112102,6,26,0.532481,10
3,0010110112110,8,28,0.627191,10
3,0010110112111,7,27,0.643084,10
3,0010110112112,6,26,0.540599,10
3,0010110112120,10,30,0.540165,10
3,0010110112121,9,29,0.548873,10
3,0010110112122,8,28,0.448733,10
3,0010110112200,8,28,0.528857,10
3,0010110112201,6,26,0.514316,10
3,0010110112202,10,30,0.426393,10
3,0010110112210,8,28,0.51467,10
3,0010110112211,6,26,0.520698,10
3,0010110112212,10,30,0.421558,10
3,0010110112220,10,30,0.434644,10
3,0010110112221,8,28,0.429479,10
3,0010110112222,10,30,0.33533,10
3,0010110120000,9,29,0.678028,10
3,0010110120001,6,26,0.639325,10
3,0010110120002,6,26,0.570497,10
3,0010110120010,10,30,0.641887,10
3,0010110120011,7,27,0.61842,10
3,0010110120012,7,27,0.537093,10
3,0010110120020,9,29,0.579255,10
3,0010110120021,6,26,0.543374,10
3,0010110120022,6,26,0.471902,10
3,0010110120100,6,26,0.633601,10
3,0010110120101,8,28,0.615109,10
3,0010110120102,6,25,0.530228,11
3,0010110120110,7,27,0.615929,10
3,0010110120111,8,28,0.614562,10
3,0010110120112,7,26,0.519389,11
3,0010110120120,6,26,0.538586,10
3,0010110120121,8,28,0.526961,10
3,0010110120122,6,25,0.437237,11
3,0010110120200,6,26,0.549363,10
3,0010110120201,6,25,0.514549,11
3,0010110120202,9,29,0.442085,10
3,0010110120210,7,27,0.516631,10
3,0010110120211,7,26,0.501276,11
3,0010110120212,10,30,0.413825,10
3,0010110120220,6,26,0.450816,10
3,0010110120221,6,25,0.420596,11
3,0010110120222,9,29,0.343925,10
3,0010110121000,10,30,0.643527,10
3,0010110121001,7,27,0.619173,10
3,0010110121002,7,27,0.538506,10
3,0010110121010,11,31,0.620491,10
3,0010110121011,8,28,0.612917,10
3,0010110121012,8,28,0.52113,10
3,0010110121020,10,30,0.547023,10
3,0010110121021,7,27,0.528382,10
3,0010110121022,7,27,0.443289,10
3,0010110121100,7,27,0.616498,10
3,0010110121101,7,27,0.614177,10
3,0010110121102,6,25,0.519499,11
3,0010110121110,8,28,0.613656,10
3,0010110121111,7,27,0.628591,10
3,0010110121112,6,26,0.526391,10
3,0010110121120,7,27,0.527245,10
3,0010110121121,7,27,0.534636,10
3,0010110121122,6,25,0.434979,11
3,0010110121200,7,27,0.517988,10
3,0010110121201,6,25,0.501506,11
3,0010110121202,9,29,0.414811,10
3,0010110121210,8,28,0.502001,10
3,0010110121211,6,26,0.506567,10
3,0010110121212,10,30,0.408003,10
3,0010110121220,7,27,0.423131,10
3,0010110121221,6,25,0.415862,11
3,0010110121222,9,29,0.32281,10
3,0010110122000,9,29,0.58467,10
3,0010110122001,6,26,0.548608,10
3,0010110122002,6,26,0.477304,10
3,0010110122010,10,30,0.550844,10
3,0010110122011,7,27,0.532889,10
3,0010110122012,7,27,0.447341,10
3,0010110122020,11,31,0.486045,10
3,0010110122021,8,28,0.453956,10
3,0010110122022,8,28,0.378984,10
3,0010110122100,6,26,0.54376,10
3,0010110122101,7,27,0.531696,10
3,0010110122102,6,24,0.442269,12
3,0010110122110,7,27,0.53187,10
3,0010110122111,7,27,0.539742,10
3,0010110122112,6,25,0.439906,11
3,0010110122120,8,28,0.450428,10
3,0010110122121,9,29,0.447902,10
3,0010110122122,6,26,0.352452,10
3,0010110122200,6,26,0.456215,10
3,0010110122201,6,24,0.425689,12
3,0010110122202,8,28,0.349295,10
3,0010110122210,7,27,0.427239,10
3,0010110122211,6,25,0.420739,11
3,0010110122212,9,29,0.32728,10
3,0010110122220,8,28,0.357986,10
3,0010110122221,6,26,0.33457,10
3,0010110122222,8,28,0.251869,10
3,0010110200000,8,28,0.680123,10
3,0010110200001,6,25,0.610928,11
3,0010110200002,8,28,0.575676,10
3,0010110200010,9,29,0.61615,10
3,0010110200011,6,26,0.558315,10
3,0010110200012,9,29,0.509098,10
3,0010110200020,10,30,0.584141,10
3,0010110200021,7,27,0.512435,10
3,0010110200022,8,28,0.481107,10
3,0010110200100,6,25,0.598667,11
3,0010110200101,7,26,0.544942,11
3,0010110200102,7,27,0.491105,10
3,0010110200110,6,26,0.548723,10
3,0010110200111,7,26,0.510946,11
3,0010110200112,8,28,0.441116,10
3,0010110200120,7,27,0.499865,10
3,0010110200121,9,28,0.446239,11
3,0010110200122,7,27,0.3925,10
3,0010110200200,9,29,0.555286,10
3,0010110200201,8,28,0.482654,10
3,0010110200202,11,31,0.452849,10
3,0010110200210,10,30,0.488085,10
3,0010110200211,9,29,0.429242,10
3,0010110200212,12,32,0.381655,10
3,0010110200220,9,29,0.461103,10
3,0010110200221,8,28,0.384621,10
3,0010110200222,11,31,0.361601,10
3,0010110201000,8,28,0.619419,10
3,0010110201001,6,25,0.560875,11
3,0010110201002,8,28,0.512477,10
3,0010110201010,10,30,0.565101,10
3,0010110201011,7,27,0.521199,10
3,0010110201012,10,30,0.457161,10
3,0010110201020,10,30,0.521177,10
3,0010110201021,7,27,0.461769,10
3,0010110201022,8,28,0.414714,10
3,0010110201100,6,25,0.551117,11
3,0010110201101,7,25,0.512372,12
3,0010110201102,7,26,0.44343,11
3,0010110201110,7,27,0.514792,10
3,0010110201111,7,26,0.495192,11
3,0010110201112,8,28,0.410627,10
3,0010110201120,7,27,0.452202,10
3,0010110201121,8,27,0.417116,11
3,0010110201122,7,26,0.344667,11
3,0010110201200,9,29,0.491491,10
3,0010110201201,8,27,0.431753,11
3,0010110201202,10,30,0.38524,10
3,0010110201210,11,31,0.435928,10
3,0010110201211,9,29,0.395335,10
3,0010110201212,12,32,0.328001,10
3,0010110201220,9,29,0.393865,10
3,0010110201221,8,27,0.332689,11
3,0010110201222,10,30,0.288766,10
3,0010110202000,11,31,0.589379,10
3,0010110202001,8,28,0.517831,10
3,0010110202002,8,28,0.486248,10
3,0010110202010,12,32,0.523195,10
3,0010110202011,9,29,0.464677,10
3,0010110202012,9,29,0.416543,10
3,0010110202020,12,32,0.494576,10
