K,分区编码,资源缺口,资源配置总规模,工作量均衡系数,组内冗余
3,0121222120002,8,28,0.268484,10
3,0121222120010,10,30,0.232632,10
3,0121222120011,8,28,0.327482,10
3,0121222120012,6,26,0.333239,10
3,0121222120020,10,30,0.259699,10
3,0121222120021,8,28,0.33146,10
3,0121222120022,6,26,0.367531,10
3,0121222120100,10,30,0.257989,10
3,0121222120101,13,33,0.355205,10
3,0121222120102,10,30,0.355994,10
3,0121222120110,8,28,0.347044,10
3,0121222120111,11,31,0.448844,10
3,0121222120112,8,28,0.437398,10
3,0121222120120,8,28,0.347785,10
3,0121222120121,11,31,0.437346,10
3,0121222120122,8,28,0.450041,10
3,0121222120200,8,28,0.289691,10
3,0121222120201,10,30,0.35998,10
3,0121222120202,9,29,0.397544,10
3,0121222120210,6,26,0.353541,10
3,0121222120211,8,28,0.438253,10
3,0121222120212,7,27,0.458057,10
3,0121222120220,6,26,0.388752,10
3,0121222120221,8,28,0.455519,10
3,0121222120222,7,27,0.496647,10
3,0121222121000,12,32,0.228161,10
3,0121222121001,8,28,0.322505,10
3,0121222121002,8,28,0.329243,10
3,0121222121010,12,32,0.314488,10
3,0121222121011,8,28,0.415048,10
3,0121222121012,8,28,0.407371,10
3,0121222121020,12,32,0.320837,10
3,0121222121021,8,28,0.406931,10
3,0121222121022,8,28,0.425075,10
3,0121222121100,8,28,0.342014,10
3,0121222121101,11,31,0.443645,10
3,0121222121102,8,28,0.432741,10
3,0121222121110,8,28,0.435248,10
3,0121222121111,7,27,0.539163,10
3,0121222121112,4,24,0.520034,10
3,0121222121120,8,28,0.425045,10
3,0121222121121,7,27,0.520783,10
3,0121222121122,4,24,0.521884,10
3,0121222121200,8,28,0.349612,10
3,0121222121201,8,28,0.433737,10
3,0121222121202,9,29,0.454386,10
3,0121222121210,8,28,0.426479,10
3,0121222121211,4,24,0.518839,10
3,0121222121212,5,25,0.526144,10
3,0121222121220,8,28,0.44579,10
3,0121222121221,4,24,0.524722,10
3,0121222121222,5,25,0.551703,10
3,0121222122000,10,30,0.254269,10
3,0121222122001,8,28,0.326324,10
3,0121222122002,6,26,0.362096,10
3,0121222122010,10,30,0.319695,10
3,0121222122011,8,28,0.406755,10
3,0121222122012,6,26,0.423522,10
3,0121222122020,10,30,0.353305,10
3,0121222122021,8,28,0.421146,10
3,0121222122022,6,26,0.461188,10
3,0121222122100,8,28,0.342726,10
3,0121222122101,11,31,0.432655,10
3,0121222122102,8,28,0.444825,10
3,0121222122110,8,28,0.425011,10
3,0121222122111,7,27,0.521319,10
3,0121222122112,4,24,0.521294,10
3,0121222122120,8,28,0.436398,10
3,0121222122121,7,27,0.520459,10
3,0121222122122,4,24,0.540611,10
3,0121222122200,6,26,0.383316,10
3,0121222122201,8,28,0.450237,10
3,0121222122202,7,27,0.49121,10
3,0121222122210,6,26,0.444179,10
3,0121222122211,4,24,0.523914,10
3,0121222122212,5,23,0.549868,12
3,0121222122220,6,26,0.482415,10
3,0121222122221,4,24,0.547002,10
3,0121222122222,5,23,0.59033,12
3,0121222200000,7,26,0.264249,11
3,0121222200001,6,26,0.251387,10
3,0121222200002,5,24,0.345171,11
3,0121222200010,8,28,0.250726,10
3,0121222200011,6,25,0.278642,11
3,0121222200012,6,24,0.350548,12
3,0121222200020,8,27,0.338011,11
3,0121222200021,6,25,0.343983,11
3,0121222200022,5,23,0.430089,12
3,0121222200100,6,26,0.254234,10
3,0121222200101,10,30,0.293083,10
3,0121222200102,6,26,0.357628,10
3,0121222200110,6,25,0.288604,11
3,0121222200111,8,28,0.354915,10
3,0121222200112,6,25,0.39656,11
3,0121222200120,6,25,0.349098,11
3,0121222200121,9,29,0.39222,10
3,0121222200122,6,25,0.454468,11
3,0121222200200,5,24,0.362751,11
3,0121222200201,6,26,0.372698,10
3,0121222200202,7,27,0.456945,10
3,0121222200210,6,24,0.370723,12
3,0121222200211,6,25,0.407627,11
3,0121222200212,7,27,0.474711,10
3,0121222200220,5,23,0.449036,12
3,0121222200221,6,25,0.468672,11
3,0121222200222,6,25,0.547954,11
3,0121222201000,9,29,0.250471,10
3,0121222201001,6,25,0.276295,11
3,0121222201002,6,25,0.349527,11
3,0121222201010,9,29,0.272686,10
3,0121222201011,6,25,0.330712,11
3,0121222201012,6,25,0.380126,11
3,0121222201020,10,30,0.341251,10
3,0121222201021,7,26,0.37518,11
3,0121222201022,7,26,0.444179,11
3,0121222201100,6,25,0.285935,11
3,0121222201101,8,28,0.351079,10
3,0121222201102,6,25,0.393877,11
3,0121222201110,6,25,0.344967,11
3,0121222201111,8,28,0.426508,10
3,0121222201112,6,25,0.450652,11
3,0121222201120,7,26,0.385079,11
3,0121222201121,9,29,0.44776,10
3,0121222201122,7,26,0.493027,11
3,0121222201200,6,25,0.369601,11
3,0121222201201,6,25,0.405161,11
3,0121222201202,8,28,0.473215,10
3,0121222201210,6,25,0.401294,11
3,0121222201211,6,25,0.458254,11
3,0121222201212,8,28,0.508989,10
3,0121222201220,7,26,0.464696,11
3,0121222201221,7,26,0.50418,11
3,0121222201222,8,28,0.569807,10
3,0121222202000,7,27,0.333623,10
3,0121222202001,5,25,0.338807,10
3,0121222202002,5,23,0.425271,12
3,0121222202010,9,29,0.337096,10
3,0121222202011,6,26,0.372194,10
3,0121222202012,6,25,0.440328,11
3,0121222202020,8,28,0.417509,10
3,0121222202021,6,26,0.434171,10
3,0121222202022,5,24,0.515048,11
3,0121222202100,5,25,0.343831,10
3,0121222202101,9,29,0.386782,10
3,0121222202102,5,25,0.44913,10
3,0121222202110,6,26,0.382322,10
3,0121222202111,9,29,0.446049,10
3,0121222202112,6,26,0.490278,10
3,0121222202120,6,26,0.4405,10
3,0121222202121,10,30,0.485927,10
3,0121222202122,6,26,0.546761,10
3,0121222202200,5,23,0.444164,12
3,0121222202201,5,25,0.463373,10
3,0121222202202,6,25,0.542887,11
3,0121222202210,6,25,0.460891,11
3,0121222202211,6,26,0.501262,10
3,0121222202212,7,27,0.56619,10
3,0121222202220,5,24,0.534707,11
3,0121222202221,6,26,0.560401,10
3,0121222202222,6,25,0.636213,11
3,0121222210000,7,26,0.251473,11
3,0121222210001,6,26,0.283043,10
3,0121222210002,5,24,0.352573,11
3,0121222210010,8,28,0.279044,10
3,0121222210011,6,25,0.340807,11
3,0121222210012,6,24,0.386832,12
3,0121222210020,8,27,0.344177,11
3,0121222210021,6,25,0.382148,11
3,0121222210022,5,23,0.448259,12
3,0121222210100,6,26,0.293558,10
3,0121222210101,10,30,0.361864,10
3,0121222210102,6,26,0.401488,10
3,0121222210110,6,25,0.355562,11
3,0121222210111,8,28,0.438865,10
3,0121222210112,6,25,0.460592,11
3,0121222210120,6,25,0.392691,11
3,0121222210121,9,29,0.457908,10
3,0121222210122,6,25,0.500631,11
3,0121222210200,5,24,0.372914,11
3,0121222210201,6,26,0.412173,10
3,0121222210202,7,27,0.477523,10
3,0121222210210,6,24,0.408047,12
3,0121222210211,6,25,0.467689,11
3,0121222210212,7,27,0.515917,10
3,0121222210220,5,23,0.468941,12
3,0121222210221,6,25,0.511304,11
3,0121222210222,6,25,0.574698,11
3,0121222211000,9,29,0.276683,10
3,0121222211001,6,25,0.337139,11
3,0121222211002,6,25,0.384369,11
3,0121222211010,9,29,0.331309,10
3,0121222211011,6,25,0.410225,11
3,0121222211012,6,25,0.437786,11
3,0121222211020,10,30,0.375586,10
3,0121222211021,7,26,0.434602,11
3,0121222211022,7,26,0.483385,11
3,0121222211100,6,25,0.35172,11
3,0121222211101,8,28,0.434408,10
3,0121222211102,6,25,0.45699,11
3,0121222211110,6,25,0.427247,11
3,0121222211111,5,24,0.518607,11
3,0121222211112,4,21,0.527616,13
3,0121222211120,7,26,0.448363,11
3,0121222211121,6,25,0.526059,11
3,0121222211122,4,22,0.554592,12
3,0121222211200,6,25,0.40557,11
3,0121222211201,6,25,0.464267,11
3,0121222211202,8,28,0.513389,10
3,0121222211210,6,25,0.458814,11
3,0121222211211,4,21,0.531955,13
3,0121222211212,5,24,0.565947,11
3,0121222211220,7,26,0.504599,11
3,0121222211221,4,22,0.562478,12
3,0121222211222,5,24,0.612463,11
3,0121222212000,7,27,0.338997,10
3,0121222212001,5,25,0.37671,10
3,0121222212002,5,23,0.44297,12
3,0121222212010,9,29,0.37261,10
3,0121222212011,6,26,0.432712,10
3,0121222212012,6,25,0.480465,11
3,0121222212020,8,28,0.434423,10
3,0121222212021,6,26,0.475836,10
3,0121222212022,5,24,0.539849,11
3,0121222212100,5,25,0.387252,10
3,0121222212101,9,29,0.452605,10
3,0121222212102,5,25,0.495192,10
3,0121222212110,6,26,0.44666,10
3,0121222212111,5,25,0.525168,10
3,0121222212112,4,22,0.552685,12
3,0121222212120,6,26,0.486395,10
3,0121222212121,6,26,0.549701,10
3,0121222212122,3,22,0.59434,11
3,0121222212200,5,23,0.463639,12
3,0121222212201,5,25,0.505866,10
3,0121222212202,6,25,0.56935,11
3,0121222212210,6,25,0.501688,11
3,0121222212211,4,22,0.560392,12
3,0121222212212,5,23,0.609585,12
3,0121222212220,5,24,0.560702,11
3,0121222212221,3,22,0.605005,11
3,0121222212222,4,21,0.667079,13
3,0121222220000,8,28,0.345918,10
3,0121222220001,8,28,0.353243,10
3,0121222220002,6,26,0.438727,10
3,0121222220010,10,30,0.351412,10
3,0121222220011,7,27,0.387326,10
3,0121222220012,6,26,0.454991,10
3,0121222220020,8,28,0.430898,10
3,0121222220021,6,26,0.448887,10
3,0121222220022,5,24,0.52906,11
3,0121222220100,8,28,0.358513,10
3,0121222220101,12,32,0.40193,10
3,0121222220102,8,28,0.464005,10
3,0121222220110,7,27,0.397472,10
3,0121222220111,10,30,0.460879,10
3,0121222220112,7,27,0.505429,10
3,0121222220120,6,26,0.455364,10
3,0121222220121,10,30,0.501076,10
3,0121222220122,6,26,0.561725,10
3,0121222220200,6,26,0.457767,10
3,0121222220201,8,28,0.478141,10
3,0121222220202,7,27,0.557016,10
3,0121222220210,6,26,0.475597,10
3,0121222220211,7,27,0.516402,10
3,0121222220212,7,27,0.581045,10
3,0121222220220,5,24,0.548804,11
3,0121222220221,6,26,0.575291,10
3,0121222220222,6,25,0.650624,11
3,0121222221000,11,31,0.350386,10
3,0121222221001,7,27,0.384872,10
3,0121222221002,7,27,0.453553,10
3,0121222221010,11,31,0.381035,10
3,0121222221011,7,27,0.438125,10
3,0121222221012,7,27,0.488704,10
3,0121222221020,11,31,0.445059,10
3,0121222221021,7,27,0.483879,10
3,0121222221022,7,27,0.549933,10
3,0121222221100,7,27,0.394789,10
3,0121222221101,10,30,0.457285,10
3,0121222221102,7,27,0.502738,10
3,0121222221110,7,27,0.45155,10
3,0121222221111,6,26,0.527785,10
3,0121222221112,4,23,0.558112,11
3,0121222221120,7,27,0.49394,10
3,0121222221121,6,26,0.554916,10
3,0121222221122,4,23,0.601891,11
3,0121222221200,7,27,0.474099,10
3,0121222221201,7,27,0.513881,10
3,0121222221202,8,28,0.579313,10
3,0121222221210,7,27,0.5099,10
3,0121222221211,4,23,0.566313,11
3,0121222221212,5,24,0.617686,11
3,0121222221220,7,27,0.5707,10
3,0121222221221,4,23,0.612949,11
3,0121222221222,5,24,0.676714,11
3,0121222222000,8,28,0.426078,10
3,0121222222001,6,26,0.4436,10
3,0121222222002,5,24,0.524022,11
3,0121222222010,10,30,0.44121,10
3,0121222222011,7,27,0.480952,10
3,0121222222012,6,26,0.546286,10
3,0121222222020,8,28,0.51589,10
3,0121222222021,6,26,0.540449,10
3,0121222222022,5,24,0.616935,11
3,0121222222100,6,26,0.450025,10
3,0121222222101,10,30,0.495637,10
3,0121222222102,6,26,0.556351,10
3,0121222222110,7,27,0.49119,10
3,0121222222111,6,26,0.553002,10
3,0121222222112,4,23,0.599147,11
3,0121222222120,6,26,0.547662,10
3,0121222222121,6,26,0.594787,10
3,0121222222122,3,22,0.654482,11
3,0121222222200,5,24,0.543737,11
3,0121222222201,6,26,0.569943,10
3,0121222222202,6,25,0.645446,11
3,0121222222210,6,26,0.567084,10
3,0121222222211,4,23,0.610065,11
3,0121222222212,5,23,0.673231,12
3,0121222222220,5,24,0.63708,11
3,0121222222221,3,22,0.667654,11
3,0121222222222,4,21,0.740427,13
3,0122000000000,10,30,0.605477,10
3,0122000000001,10,30,0.503957,10
3,0122000000002,9,28,0.530095,11
3,0122000000010,10,30,0.512133,10
3,0122000000011,9,29,0.413595,10
3,0122000000012,9,27,0.432878,12
3,0122000000020,12,32,0.535822,10
3,0122000000021,11,31,0.430326,10
3,0122000000022,9,29,0.472137,10
3,0122000000100,10,30,0.484314,10
3,0122000000101,14,34,0.387073,10
3,0122000000102,10,30,0.403616,10
3,0122000000110,9,29,0.39479,10
3,0122000000111,13,33,0.304194,10
3,0122000000112,9,29,0.308075,10
3,0122000000120,11,31,0.409724,10
3,0122000000121,15,35,0.30634,10
3,0122000000122,11,31,0.342971,10
3,0122000000200,9,28,0.516628,11
3,0122000000201,10,30,0.41015,10
3,0122000000202,11,30,0.457382,11
3,0122000000210,9,27,0.4188,12
3,0122000000211,9,29,0.313243,10
3,0122000000212,10,29,0.358318,11
3,0122000000220,9,29,0.461551,10
3,0122000000221,11,31,0.353627,10
3,0122000000222,10,30,0.420395,10
3,0122000001000,13,33,0.517197,10
3,0122000001001,10,30,0.418448,10
3,0122000001002,10,30,0.438189,10
3,0122000001010,13,33,0.42633,10
3,0122000001011,10,30,0.332825,10
3,0122000001012,10,30,0.34202,10
3,0122000001020,15,35,0.444172,10
3,0122000001021,12,32,0.34,10
3,0122000001022,12,32,0.378437,10
3,0122000001100,10,30,0.399583,10
3,0122000001101,13,33,0.308492,10
3,0122000001102,10,30,0.313258,10
3,0122000001110,10,30,0.315518,10
3,0122000001111,13,33,0.237617,10
3,0122000001112,10,30,0.220726,10
3,0122000001120,12,32,0.319802,10
3,0122000001121,15,35,0.220179,10
3,0122000001122,12,32,0.249292,10
3,0122000001200,10,30,0.424151,10
3,0122000001201,10,30,0.318523,10
3,0122000001202,12,32,0.363751,10
3,0122000001210,10,30,0.327075,10
3,0122000001211,10,30,0.223475,10
3,0122000001212,12,32,0.264753,10
3,0122000001220,12,32,0.36786,10
3,0122000001221,12,32,0.259959,10
3,0122000001222,13,33,0.330366,10
3,0122000002000,10,30,0.539404,10
3,0122000002001,9,29,0.434102,10
3,0122000002002,9,27,0.474963,12
3,0122000002010,10,30,0.442637,10
3,0122000002011,9,29,0.338859,10
3,0122000002012,9,27,0.375853,12
3,0122000002020,12,32,0.47963,10
3,0122000002021,11,31,0.371804,10
3,0122000002022,9,29,0.43138,10
3,0122000002100,9,29,0.413548,10
3,0122000002101,13,33,0.310492,10
3,0122000002102,9,29,0.345837,10
3,0122000002110,9,29,0.31877,10
3,0122000002111,13,33,0.220015,10
3,0122000002112,9,29,0.246779,10
3,0122000002120,11,31,0.350602,10
3,0122000002121,15,35,0.242918,10
3,0122000002122,11,31,0.304815,10
3,0122000002200,9,27,0.464193,12
3,0122000002201,9,29,0.356245,10
3,0122000002202,10,29,0.421904,11
3,0122000002210,9,27,0.365043,12
3,0122000002211,9,29,0.257102,10
3,0122000002212,10,29,0.326327,11
3,0122000002220,9,29,0.424482,10
3,0122000002221,11,31,0.319883,10
3,0122000002222,10,30,0.405121,10
3,0122000010000,10,30,0.503111,10
3,0122000010001,10,30,0.404966,10
3,0122000010002,9,28,0.423406,11
3,0122000010010,10,30,0.412782,10
3,0122000010011,9,29,0.32043,10
3,0122000010012,9,27,0.327484,12
3,0122000010020,12,32,0.42944,10
3,0122000010021,11,31,0.325577,10
3,0122000010022,9,29,0.363291,10
3,0122000010100,9,29,0.386276,10
3,0122000010101,13,33,0.296615,10
3,0122000010102,9,29,0.298845,10
3,0122000010110,8,28,0.303477,10
3,0122000010111,12,32,0.228648,10
3,0122000010112,8,28,0.207129,10
3,0122000010120,10,30,0.305479,10
3,0122000010121,14,34,0.206868,10
3,0122000010122,10,30,0.23415,10
3,0122000010200,8,27,0.409254,11
3,0122000010201,9,29,0.303831,10
3,0122000010202,10,29,0.348619,11
3,0122000010210,8,26,0.312358,12
3,0122000010211,8,28,0.209288,10
3,0122000010212,9,28,0.249638,11
3,0122000010220,8,28,0.352715,10
3,0122000010221,10,30,0.244821,10
3,0122000010222,9,29,0.316013,10
3,0122000011000,13,33,0.417633,10
3,0122000011001,10,30,0.324853,10
3,0122000011002,10,30,0.332697,10
3,0122000011010,13,33,0.332072,10
3,0122000011011,10,30,0.250586,10
3,0122000011012,10,30,0.239261,10
3,0122000011020,15,35,0.339129,10
3,0122000011021,12,32,0.238381,10
3,0122000011022,12,32,0.269606,10
3,0122000011100,9,29,0.307769,10
3,0122000011101,11,31,0.231794,10
3,0122000011102,9,28,0.211987,11
3,0122000011110,9,29,0.237059,10
3,0122000011111,9,29,0.191346,10
3,0122000011112,8,26,0.130838,12
3,0122000011120,11,31,0.21937,10
3,0122000011121,11,31,0.133548,10
3,0122000011122,8,28,0.140533,10
3,0122000011200,9,29,0.317637,10
3,0122000011201,9,28,0.214366,11
3,0122000011202,11,30,0.255064,11
3,0122000011210,9,29,0.222617,10
3,0122000011211,8,26,0.126599,12
3,0122000011212,9,28,0.156292,11
3,0122000011220,11,31,0.259048,10
3,0122000011221,8,28,0.151228,10
3,0122000011222,9,29,0.22952,10
3,0122000012000,10,30,0.433218,10
3,0122000012001,9,29,0.329655,10
3,0122000012002,9,27,0.366148,12
3,0122000012010,10,30,0.337993,10
3,0122000012011,9,29,0.237998,10
3,0122000012012,9,27,0.267078,12
3,0122000012020,12,32,0.370893,10
3,0122000012021,11,31,0.263175,10
3,0122000012022,9,29,0.324589,10
3,0122000012100,8,28,0.309635,10
3,0122000012101,11,31,0.211573,10
3,0122000012102,8,27,0.237083,11
3,0122000012110,8,28,0.219218,10
3,0122000012111,9,29,0.135482,10
3,0122000012112,7,25,0.138186,12
3,0122000012120,10,30,0.24201,10
3,0122000012121,11,31,0.134769,10
3,0122000012122,7,27,0.200779,10
3,0122000012200,8,26,0.355333,12
3,0122000012201,8,27,0.247393,11
3,0122000012202,9,27,0.317085,12
3,0122000012210,8,26,0.25619,12
3,0122000012211,7,25,0.148273,12
3,0122000012212,8,25,0.224988,13
3,0122000012220,8,28,0.319009,10
3,0122000012221,7,27,0.217746,10
3,0122000012222,8,26,0.312182,12
3,0122000020000,11,31,0.529506,10
3,0122000020001,11,31,0.423675,10
3,0122000020002,10,29,0.467206,11
3,0122000020010,11,31,0.432262,10
3,0122000020011,10,30,0.327694,10
3,0122000020012,9,28,0.368049,11
3,0122000020020,12,32,0.471668,10
3,0122000020021,11,31,0.363729,10
3,0122000020022,9,29,0.426362,10
3,0122000020100,10,30,0.402989,10
3,0122000020101,14,34,0.299029,10
3,0122000020102,10,30,0.338012,10
3,0122000020110,9,29,0.307399,10
3,0122000020111,13,33,0.207178,10
3,0122000020112,9,29,0.238854,10
3,0122000020120,10,30,0.342497,10
3,0122000020121,14,34,0.234579,10
3,0122000020122,10,30,0.300942,10
3,0122000020200,9,28,0.456957,11
3,0122000020201,10,30,0.349115,10
3,0122000020202,10,29,0.417863,11
3,0122000020210,8,27,0.357902,11
3,0122000020211,9,29,0.250149,10
3,0122000020212,9,28,0.323417,11
3,0122000020220,8,28,0.420148,10
3,0122000020221,10,30,0.316703,10
3,0122000020222,9,29,0.40464,10
3,0122000021000,14,34,0.437574,10
3,0122000021001,11,31,0.332911,10
3,0122000021002,11,31,0.373488,10
3,0122000021010,14,34,0.341365,10
3,0122000021011,11,31,0.239371,10
3,0122000021012,11,31,0.27433,10
3,0122000021020,15,35,0.377965,10
3,0122000021021,12,32,0.270039,10
3,0122000021022,12,32,0.335096,10
3,0122000021100,10,30,0.312585,10
3,0122000021101,12,32,0.212046,10
3,0122000021102,10,29,0.244294,11
3,0122000021110,10,30,0.219977,10
3,0122000021111,10,30,0.130588,10
3,0122000021112,8,27,0.145136,11
3,0122000021120,11,31,0.24881,10
3,0122000021121,11,31,0.140944,10
3,0122000021122,8,28,0.212805,10
3,0122000021200,10,30,0.363334,10
3,0122000021201,10,29,0.255574,11
3,0122000021202,11,30,0.328526,11
3,0122000021210,10,30,0.264351,10
3,0122000021211,8,27,0.156836,11
3,0122000021212,9,28,0.237705,11
3,0122000021220,11,31,0.330181,10
3,0122000021221,8,28,0.230284,10
3,0122000021222,9,29,0.326108,10
3,0122000022000,11,31,0.474486,10
3,0122000022001,10,30,0.366577,10
3,0122000022002,9,28,0.428109,11
3,0122000022010,11,31,0.375371,10
3,0122000022011,10,30,0.267496,10
3,0122000022012,9,28,0.331282,11
3,0122000022020,12,32,0.431064,10
3,0122000022021,11,31,0.325212,10
3,0122000022022,9,29,0.406652,10
3,0122000022100,9,29,0.345352,10
3,0122000022101,12,32,0.237496,10
3,0122000022102,9,28,0.302251,11
3,0122000022110,9,29,0.246283,10
3,0122000022111,10,30,0.138568,10
3,0122000022112,7,26,0.208441,11
3,0122000022120,10,30,0.304562,10
3,0122000022121,11,31,0.201492,10
3,0122000022122,7,27,0.293692,10
3,0122000022200,8,27,0.421647,11
3,0122000022201,9,28,0.317765,11
3,0122000022202,9,27,0.404748,12
3,0122000022210,8,27,0.326133,11
3,0122000022211,7,26,0.225746,11
3,0122000022212,8,25,0.321095,13
3,0122000022220,8,28,0.405076,10
3,0122000022221,7,27,0.313018,10
3,0122000022222,8,26,0.414163,12
3,0122000100000,12,32,0.379048,10
3,0122000100001,12,32,0.290241,10
3,0122000100002,10,30,0.290984,10
3,0122000100010,12,32,0.297005,10
3,0122000100011,11,31,0.224019,10
3,0122000100012,10,29,0.199779,11
3,0122000100020,14,34,0.297672,10
3,0122000100021,13,33,0.19969,10
3,0122000100022,11,31,0.22586,10
3,0122000100100,12,32,0.274392,10
3,0122000100101,15,35,0.209162,10
3,0122000100102,12,32,0.173877,10
3,0122000100110,11,31,0.213184,10
3,0122000100111,14,34,0.187921,10
3,0122000100112,11,31,0.105329,10
3,0122000100120,13,33,0.181751,10
3,0122000100121,16,36,0.110434,10
3,0122000100122,13,33,0.096876,10
3,0122000100200,10,30,0.275332,10
3,0122000100201,12,32,0.174122,10
3,0122000100202,12,32,0.211418,10
3,0122000100210,10,29,0.182081,11
3,0122000100211,11,31,0.095254,10
3,0122000100212,11,31,0.112906,10
3,0122000100220,11,31,0.215315,10
3,0122000100221,13,33,0.107591,10
3,0122000100222,12,32,0.191467,10
3,0122000101000,14,34,0.301239,10
3,0122000101001,11,31,0.22703,10
3,0122000101002,11,31,0.20459,10
3,0122000101010,14,34,0.232089,10
3,0122000101011,11,31,0.189929,10
3,0122000101012,11,31,0.12523,10
3,0122000101020,16,36,0.212059,10
3,0122000101021,13,33,0.128343,10
3,0122000101022,13,33,0.132253,10
3,0122000101100,11,31,0.215811,10
3,0122000101101,14,34,0.187796,10
3,0122000101102,11,31,0.107862,10
3,0122000101110,11,31,0.187927,10
3,0122000101111,14,34,0.213116,10
3,0122000101112,11,31,0.105266,10
3,0122000101120,13,33,0.11666,10
3,0122000101121,16,36,0.114048,10
3,0122000101122,13,33,0.008873,10
3,0122000101200,11,31,0.187039,10
3,0122000101201,11,31,0.098635,10
3,0122000101202,13,33,0.118282,10
3,0122000101210,11,31,0.104474,10
3,0122000101211,11,31,0.084081,10
3,0122000101212,13,33,0.025031,10
3,0122000101220,13,33,0.121775,10
3,0122000101221,13,33,0.016709,10
3,0122000101222,14,34,0.123473,10
3,0122000102000,12,32,0.30186,10
3,0122000102001,11,31,0.204451,10
3,0122000102002,10,29,0.2288,11
3,0122000102010,12,32,0.212008,10
3,0122000102011,11,31,0.130527,10
3,0122000102012,10,29,0.129931,11
3,0122000102020,14,34,0.233745,10
3,0122000102021,13,33,0.126579,10
3,0122000102022,11,31,0.193071,10
3,0122000102100,11,31,0.186659,10
3,0122000102101,14,34,0.115831,10
3,0122000102102,11,31,0.100094,10
3,0122000102110,11,31,0.119543,10
3,0122000102111,14,34,0.119479,10
3,0122000102112,11,31,0.013134,10
3,0122000102120,13,33,0.105686,10
3,0122000102121,16,36,0.0212,10
3,0122000102122,13,33,0.088069,10
3,0122000102200,10,29,0.217868,11
3,0122000102201,11,31,0.109973,10
3,0122000102202,11,31,0.191287,10
3,0122000102210,10,29,0.118763,11
3,0122000102211,11,31,0.011913,10
3,0122000102212,11,31,0.118042,10
3,0122000102220,11,31,0.191324,10
3,0122000102221,13,33,0.109258,10
3,0122000102222,12,32,0.217115,10
3,0122000110000,12,32,0.289546,10
3,0122000110001,12,32,0.218875,10
3,0122000110002,10,30,0.191272,10
3,0122000110010,12,32,0.223523,10
3,0122000110011,11,31,0.188258,10
3,0122000110012,10,29,0.115823,11
3,0122000110020,14,34,0.198906,10
3,0122000110021,13,33,0.11974,10
3,0122000110022,11,31,0.117138,10
3,0122000110100,11,31,0.208762,10
3,0122000110101,14,34,0.188535,10
3,0122000110102,11,31,0.101375,10
3,0122000110110,10,30,0.187958,10
3,0122000110111,12,32,0.220684,10
3,0122000110112,9,29,0.112819,10
3,0122000110120,12,32,0.110086,10
3,0122000110121,14,34,0.121604,10
3,0122000110122,11,31,0.014957,10
3,0122000110200,9,29,0.173301,10
3,0122000110201,11,31,0.089721,10
3,0122000110202,11,31,0.103324,10
3,0122000110210,9,28,0.094705,11
3,0122000110211,9,29,0.091625,10
3,0122000110212,10,29,0.017789,11
3,0122000110220,10,30,0.106682,10
3,0122000110221,11,31,0.01012,10
3,0122000110222,10,30,0.115902,10
3,0122000111000,14,34,0.226519,10
3,0122000111001,11,31,0.188719,10
3,0122000111002,11,31,0.119064,10
3,0122000111010,14,34,0.189794,10
3,0122000111011,11,31,0.204293,10
3,0122000111012,11,31,0.097939,10
3,0122000111020,16,36,0.12779,10
3,0122000111021,13,33,0.106486,10
3,0122000111022,13,33,0.024603,10
3,0122000111100,10,30,0.187806,10
3,0122000111101,12,32,0.217876,10
3,0122000111102,9,29,0.109927,10
3,0122000111110,10,30,0.213549,10
3,0122000111111,10,30,0.281446,10
3,0122000111112,8,27,0.181991,11
3,0122000111120,12,32,0.114461,10
3,0122000111121,12,32,0.18975,10
3,0122000111122,9,29,0.106412,10
3,0122000111200,10,30,0.098055,10
3,0122000111201,9,29,0.088693,10
3,0122000111202,11,31,0.019364,10
3,0122000111210,10,30,0.084477,10
3,0122000111211,8,27,0.163699,11
3,0122000111212,9,29,0.092743,10
3,0122000111220,12,32,0.015987,10
3,0122000111221,9,29,0.095979,10
3,0122000111222,10,30,0.111468,10
3,0122000112000,12,32,0.203673,10
3,0122000112001,11,31,0.125178,10
3,0122000112002,10,29,0.120273,11
3,0122000112010,12,32,0.130003,10
3,0122000112011,11,31,0.11179,10
3,0122000112012,10,29,0.024259,11
3,0122000112020,14,34,0.125679,10
3,0122000112021,13,33,0.026203,10
3,0122000112022,11,31,0.100934,10
3,0122000112100,10,30,0.115478,10
3,0122000112101,12,32,0.124163,10
3,0122000112102,9,29,0.016292,10
3,0122000112110,10,30,0.119893,10
3,0122000112111,10,30,0.19459,10
3,0122000112112,8,27,0.109588,11
3,0122000112120,12,32,0.021405,10
3,0122000112121,12,32,0.115084,10
3,0122000112122,9,29,0.093797,10
3,0122000112200,9,28,0.109062,11
3,0122000112201,9,29,0.005349,10
3,0122000112202,10,29,0.113014,11
3,0122000112210,9,28,0.011102,11
3,0122000112211,8,27,0.09832,11
3,0122000112212,9,27,0.108193,12
3,0122000112220,10,30,0.108758,10
3,0122000112221,9,29,0.103281,10
3,0122000112222,9,28,0.184703,11
3,0122000120000,13,33,0.290297,10
3,0122000120001,13,33,0.191282,10
3,0122000120002,11,31,0.220848,10
3,0122000120010,13,33,0.199004,10
3,0122000120011,12,32,0.115448,10
3,0122000120012,10,30,0.12169,10
3,0122000120020,14,34,0.225376,10
3,0122000120021,13,33,0.117539,10
